,Argument,Debate,Scheme,id,evidence_stance_x,prediction_w_evidence,p_True_w_evidence,p__True_w_evidence,p_False_w_evidence,p__False_w_evidence,p_None_w_evidence,p__None_w_evidence,p_Support_w_evidence,p__Support_w_evidence,p_Refute_w_evidence,p__Refute_w_evidence,targeted_jaccard_sim,evidence_stance_y,prediction_wo_evidence,p_True_wo_evidence,p__True_wo_evidence,p_False_wo_evidence,p__False_wo_evidence,p_None_wo_evidence,p__None_wo_evidence,p_Support_wo_evidence,p__Support_wo_evidence,p_Refute_wo_evidence,p__Refute_wo_evidence,diff_p_None_scaled,diff_p_True_scaled,diff_p_False_scaled
73,"Retrocausation provides a viable alternative to the problematic superdeterminism vs. 
action-at-a-distance debate by preserving local causation (link).",Free Will or Determinism: Do we have free will?,4,74,insufficient-neutral,True,8.059792162384838e-05,0.3495747745037079,0.0001172692718682,0.4631113409996032,2.96503167191986e-05,0.1246447265148162,1.6271506808607228e-08,1.0800126801768783e-06,9.343940732264857e-09,3.1496308565692743e-06,0.0,insufficient-neutral,False,8.727814565645531e-05,0.4357069432735443,5.998533742967993e-05,0.2994567155838012,2.1895642930758186e-05,0.1328831166028976,1.8322053207953104e-08,1.728450229165901e-06,4.969990641257027e-09,2.1510909391508903e-06,7.754843585726551e-06,-0.07653948170372069,5.728737084079041e-05
74,"The laws of physics, as we know them, are either deterministic or fundamentally random. In both cases,
 they are out of our control.",Free Will or Determinism: Do we have free will?,3,75,refutes,False,0.0002692190464586,0.3424780666828155,0.0004105100233573,0.5141204595565796,3.939545422326773e-05,0.063352070748806,3.036944207224224e-08,1.286307110603957e-06,1.7169325516874778e-08,2.7019207209377782e-06,0.2857142857142857,refutes,True,8.727814565645531e-05,0.4357069432735443,5.998533742967993e-05,0.2994567155838012,2.1895642930758186e-05,0.1328831166028976,1.8322053207953104e-08,1.728450229165901e-06,4.969990641257027e-09,2.1510909391508903e-06,1.7500194470518887e-05,0.00018195678165263695,0.0003505457135305307
75,"The laws of physics are probabilistic, meaning that events and motivations merely change the distribution of possible 
outcomes and choices, but don't necessarily determine them.",Free Will or Determinism: Do we have free will?,3,76,supports,True,0.0003071574610657,0.5729825496673584,0.000133142908453,0.2664616405963897,3.726242721313611e-05,0.080006293952465,2.7950310510505005e-08,1.411351831848151e-06,1.3463194115104216e-08,2.873370021916344e-06,0.14285714285714285,supports,,8.727814565645531e-05,0.4357069432735443,5.998533742967993e-05,0.2994567155838012,2.1895642930758186e-05,0.1328831166028976,1.8322053207953104e-08,1.728450229165901e-06,4.969990641257027e-09,2.1510909391508903e-06,1.5367120755366854e-05,0.00021989850774323315,7.316195966815778e-05
76,"The Earth orbiting around the Sun was not compatible with our understanding of the mechanisms that govern the
 universe less than 500 years ago, yet is now accepted as fact.",Free Will or Determinism: Do we have free will?,0,77,insufficient-neutral,True,7.251795614138246e-05,0.2095220386981964,0.0003199642233084,0.6255172491073608,4.330244701122865e-05,0.1270815432071685,1.5342886072744477e-08,8.84780376964045e-07,5.0793493855394445e-09,1.5650171008019242e-06,0.0,insufficient-neutral,False,8.727814565645531e-05,0.4357069432735443,5.998533742967993e-05,0.2994567155838012,2.1895642930758186e-05,0.1328831166028976,1.8322053207953104e-08,1.728450229165901e-06,4.969990641257027e-09,2.1510909391508903e-06,2.1407272806471956e-05,-0.16911667180890835,0.0002599944817354368
77,"If entropy leads to universal randomness and randomness is the lack of all deterministic forces, then at least one part 
of a wholly deterministic universe is false, meaning there most be something else influencing the universe outside 
of determinism.",Free Will or Determinism: Do we have free will?,3,78,supports,True,0.0002784982207231,0.3433821499347687,0.0004020591732114,0.5154776573181152,4.204694414511323e-05,0.0625345334410667,7.247638222906971e-08,2.625704610181856e-06,1.9279493557178284e-08,2.9063899091852363e-06,0.14285714285714285,supports,False,8.727814565645531e-05,0.4357069432735443,5.998533742967993e-05,0.2994567155838012,2.1895642930758186e-05,0.1328831166028976,1.8322053207953104e-08,1.728450229165901e-06,4.969990641257027e-09,2.1510909391508903e-06,2.0151742449712157e-05,0.00019123676585695005,0.00034209435642712315
78,"The inexistence of free will cannot be scientifically proven as it would be impossible to put two distinct human 
beings in exactly the same conditions twice and observe their decisions.",Free Will or Determinism: Do we have free will?,3,79,insufficient-supports,True,0.0002054788928944,0.263443261384964,0.0003495313576422,0.4623573124408722,9.706135460874066e-05,0.167454719543457,9.495575170603845e-08,3.0240387332014507e-06,5.1224787966930314e-08,8.22018955659587e-06,0.2857142857142857,insufficient-supports,False,8.727814565645531e-05,0.4357069432735443,5.998533742967993e-05,0.2994567155838012,2.1895642930758186e-05,0.1328831166028976,1.8322053207953104e-08,1.728450229165901e-06,4.969990641257027e-09,2.1510909391508903e-06,7.516735751560269e-05,0.00011821106448044863,0.0002895633897701627
79,"Determinism based on physical causation inherits the philosophical doubt about causality expressed most famously 
by Hume: we can't in the end tell the difference between ""A causes B"" and ""A happens then B happens"".",Free Will or Determinism: Do we have free will?,4,80,supports,"False.
Wait, the user is asking whether the",0.0001650503400014,0.2305995672941208,0.0005245288484729,0.5981297492980957,5.748723924625665e-05,0.0917261689901351,2.635922413674052e-08,1.0365915841248352e-06,1.3568564938282181e-08,2.264124077555607e-06,0.2857142857142857,supports,True,8.727814565645531e-05,0.4357069432735443,5.998533742967993e-05,0.2994567155838012,2.1895642930758186e-05,0.1328831166028976,1.8322053207953104e-08,1.728450229165901e-06,4.969990641257027e-09,2.1510909391508903e-06,3.559237563344639e-05,7.777898275033018e-05,0.00046457137851412043
80,"By Occam's Razor, the simplest explanation for the lack of empirical evidence for the existence of free will
 is that free will does not exist.",Free Will or Determinism: Do we have free will?,4,81,refutes,False,0.0001258735574083,0.1527931690216064,0.0005685506621375,0.6637032628059387,2.875223071896471e-05,0.0458768308162689,1.445321515802789e-07,6.8292538344394416e-06,3.726420416683141e-08,6.882816705910955e-06,0.2857142857142857,refutes,True,8.727814565645531e-05,0.4357069432735443,5.998533742967993e-05,0.2994567155838012,2.1895642930758186e-05,0.1328831166028976,1.8322053207953104e-08,1.728450229165901e-06,4.969990641257027e-09,2.1510909391508903e-06,6.856737920891711e-06,3.859878058183847e-05,0.000508595833000478
81,Free will and determinism are not mutually exclusive because freedom and weak forms of determinism are compatible.,Free Will or Determinism: Do we have free will?,3,82,supports,False,0.0003255137416999,0.3799916803836822,0.0003519642632454,0.3982278704643249,3.17305421049241e-05,0.0564807243645191,1.4466343145613794e-07,6.05587956670206e-06,4.90273670550323e-08,7.836891199985985e-06,0.42857142857142855,supports,True,8.727814565645531e-05,0.4357069432735443,5.998533742967993e-05,0.2994567155838012,2.1895642930758186e-05,0.1328831166028976,1.8322053207953104e-08,1.728450229165901e-06,4.969990641257027e-09,2.1510909391508903e-06,9.835114520321631e-06,0.00023825639061940876,0.00029199644132078096
82,"Compatiblism is a widely held position within the academic community, which suggests that it is plausible in many
 different forms.",Free Will or Determinism: Do we have free will?,4,83,insufficient-supports,"True.
The question is about whether we have free",0.000190670005395,0.3066176176071167,0.0002246641670353,0.3937048316001892,2.5804380129557103e-05,0.0694930329918861,2.1386195214745385e-07,1.2000151400570758e-05,2.635296425523848e-08,1.2774095011991449e-05,0.0,insufficient-supports,True,8.727814565645531e-05,0.4357069432735443,5.998533742967993e-05,0.2994567155838012,2.1895642930758186e-05,0.1328831166028976,1.8322053207953104e-08,1.728450229165901e-06,4.969990641257027e-09,2.1510909391508903e-06,3.908822784986897e-06,0.00010340088437599227,0.0001646887085133711
83,The consensus among academics lends reasonable credibility to the accuracy of a position relative to the general public.,Free Will or Determinism: Do we have free will?,4,84,insufficient-neutral,"False.
None.

The question is about whether the",8.230214734794572e-05,0.1523346006870269,0.0001225886808242,0.289080262184143,4.106205960852094e-05,0.1523346006870269,3.33732543822407e-07,2.822151509462856e-05,5.5554867373075474e-08,1.9548471755115315e-05,0.0,insufficient-neutral,True,8.727814565645531e-05,0.4357069432735443,5.998533742967993e-05,0.2994567155838012,2.1895642930758186e-05,0.1328831166028976,1.8322053207953104e-08,1.728450229165901e-06,4.969990641257027e-09,2.1510909391508903e-06,1.916683634796754e-05,-0.05701310758934016,6.260709890247323e-05
84,"Debating necessarily involves the implicit assumption that it's possible in principle to change the minds of others 
involved. This is only possible if the participants are free in some sense.",Free Will or Determinism: Do we have free will?,0,85,supports,False,0.0002093117363983,0.5636913776397705,0.0001372699916828,0.3527490794658661,1.3591568858828396e-05,0.0448470078408718,1.6291483717623123e-08,9.84569965112314e-07,6.1835492282114055e-09,1.5610945638400151e-06,0.14285714285714285,supports,True,8.727814565645531e-05,0.4357069432735443,5.998533742967993e-05,0.2994567155838012,2.1895642930758186e-05,0.1328831166028976,1.8322053207953104e-08,1.728450229165901e-06,4.969990641257027e-09,2.1510909391508903e-06,-0.37925691874818324,0.00012204424253702138,7.728929047728906e-05
85,"Computer programs can and have participated in a debate, yet lack free will.",Free Will or Determinism: Do we have free will?,0,86,refutes,False,0.0001248914486495,0.2991483211517334,0.0002949541376437,0.5857040286064148,2.1035151803516783e-05,0.0636923611164093,2.0902895414565137e-08,1.442686993868847e-06,9.167539616328211e-09,1.8963763750434737e-06,0.42857142857142855,refutes,True,8.727814565645531e-05,0.4357069432735443,5.998533742967993e-05,0.2994567155838012,2.1895642930758186e-05,0.1328831166028976,1.8322053207953104e-08,1.728450229165901e-06,4.969990641257027e-09,2.1510909391508903e-06,-0.03929965107499159,3.761658609892534e-05,0.00023498289574231136
86,"Free will could be like gravity, which is a set of assumptions that are only supported by our observations of 
how they impact other things.",Free Will or Determinism: Do we have free will?,7,87,insufficient-neutral,True,0.0001791178510757,0.2813680768013,0.0003046897181775,0.4290350675582886,9.587487147655338e-05,0.1680125445127487,1.1269730038065973e-07,4.245486707077362e-06,2.418283351346417e-08,3.805629603448324e-06,0.2857142857142857,insufficient-neutral,True,8.727814565645531e-05,0.4357069432735443,5.998533742967993e-05,0.2994567155838012,2.1895642930758186e-05,0.1328831166028976,1.8322053207953104e-08,1.728450229165901e-06,4.969990641257027e-09,2.1510909391508903e-06,7.398084840403556e-05,9.184772171807902e-05,0.00024471906030322786
87,"Current science falls short of explaining consciousness and personhood. Thus restricting the conversation to purely
 scientific description of the topic would leave the discussion incomplete.",Free Will or Determinism: Do we have free will?,0,88,insufficient-neutral,False,0.0001600340910954,0.1853635460138321,0.0002537435793783,0.3104255199432373,0.0001189272225019,0.2380115091800689,2.511651757686195e-07,9.461791705689391e-06,5.285313520175806e-08,1.0391745490778703e-05,0.0,insufficient-neutral,False,8.727814565645531e-05,0.4357069432735443,5.998533742967993e-05,0.2994567155838012,2.1895642930758186e-05,0.1328831166028976,1.8322053207953104e-08,1.728450229165901e-06,4.969990641257027e-09,2.1510909391508903e-06,9.703370418648093e-05,7.276229599721303e-05,0.00019376986529937376
88,"Unknowns and incompleteness are not problematic for the scientific process.
 Despite not fully understanding what the force of gravity is, scientific studies and models remain useful.",Free Will or Determinism: Do we have free will?,0,89,insufficient-neutral,True,5.916070585954003e-05,0.1384230703115463,0.0003624032542575,0.6400617957115173,5.916070585954003e-05,0.1722702980041504,1.938646931876065e-08,8.843808245728724e-07,7.159796311384525e-09,1.6014068933145609e-06,0.0,insufficient-neutral,True,8.727814565645531e-05,0.4357069432735443,5.998533742967993e-05,0.2994567155838012,2.1895642930758186e-05,0.1328831166028976,1.8322053207953104e-08,1.728450229165901e-06,4.969990641257027e-09,2.1510909391508903e-06,3.7265878889159506e-05,-0.3221589962233076,0.0003024360585568435
89,Life can't be given back. So the death penalty carries the risk of ruining innocent people lives.,Should the death penalty be abolished?,2,90,supports,True,0.0006840215646661,0.7270419001579285,0.0001663222064962,0.154796153306961,2.017717270064168e-05,0.031943991780281,2.3490524370117785e-07,1.4994400771684012e-05,1.4784172108761597e-08,4.432336481841048e-06,0.6666666666666666,supports,True,0.0002329439739696,0.6574411392211914,7.503731467295438e-05,0.1662271469831466,2.89294621325098e-05,0.0992587655782699,2.9086438146919136e-08,2.864404677893617e-06,5.054464846665496e-09,2.265930561407004e-06,-0.3025389615534068,0.0004511826909855245,9.129174211042539e-05
90,Research has estimated that many death row inmates were wrongly convicted and could have been exonerated.,Should the death penalty be abolished?,4,91,supports,True,0.000338645564625,0.8239202499389648,3.2498825021320954e-05,0.0615791715681552,1.046871784637915e-05,0.0329609550535678,8.087183545057998e-08,6.81212441122625e-06,7.066501606090014e-09,2.525695663280203e-06,0.16666666666666666,supports,"True.

The question is about whether the death penalty",0.0002329439739696,0.6574411392211914,7.503731467295438e-05,0.1662271469831466,2.89294621325098e-05,0.0992587655782699,2.9086438146919136e-08,2.864404677893617e-06,5.054464846665496e-09,2.265930561407004e-06,-0.6381295373405919,0.0001057262189409929,-0.566897813934772
91,The death penalty negatively affects both the families of the victims as well as the defendant(s).,Should the death penalty be abolished?,2,92,supports,True,0.0003919859591405,0.8416343927383423,4.229477053740993e-05,0.0669600144028663,4.635416189557873e-06,0.0127795431762933,1.742047288644244e-07,1.49633069668198e-05,5.118633517042781e-09,2.5006193027365957e-06,0.5,supports,"True.

The question is whether the death penalty should",0.0002329439739696,0.6574411392211914,7.503731467295438e-05,0.1662271469831466,2.89294621325098e-05,0.0992587655782699,2.9086438146919136e-08,2.864404677893617e-06,5.054464846665496e-09,2.265930561407004e-06,-0.8397683244740048,0.00015907904167504307,-0.4363501582945879
92,The death penalty does not sufficiently punish criminals as they will not experience the long-term struggles of imprisonment.,Should the death penalty be abolished?,2,93,,True,0.0004432437417563,0.6748493909835815,0.0002077441458823,0.2156948298215866,1.5285922927432694e-05,0.0310737863183021,1.2969121598871425e-07,8.916200386011042e-06,1.5189813851179682e-08,5.160300588613609e-06,0.5,,"True.

The question is whether the death penalty should",0.0002329439739696,0.6574411392211914,7.503731467295438e-05,0.1662271469831466,2.89294621325098e-05,0.0992587655782699,2.9086438146919136e-08,2.864404677893617e-06,5.054464846665496e-09,2.265930561407004e-06,-0.4716139948466249,0.00021034876726446617,0.0001327167899208733
93,It is more humane to kill people than to restrain their liberty for life.,Should the death penalty be abolished?,6,94,refutes,True,0.0007288482738658,0.7164692282676697,0.0002518832334317,0.1728562414646148,1.1507834642543456e-05,0.0146393096074461,1.9800323514118645e-07,1.1507834642543456e-05,1.6316706208385767e-08,4.200550392852165e-06,0.0,refutes,"True.
The question is about whether the death penalty",0.0002329439739696,0.6574411392211914,7.503731467295438e-05,0.1662271469831466,2.89294621325098e-05,0.0992587655782699,2.9086438146919136e-08,2.864404677893617e-06,5.054464846665496e-09,2.265930561407004e-06,-0.6022105564966105,0.0004960198447299992,0.00017685918979742327
94,"Restraining liberty is done to protect the well-being of others. Once someone is restrained, the decision to live or die should be theirs alone.",Should the death penalty be abolished?,1,95,supports,"False.
The argument seems to be that restraining liberty",0.0003599436022341,0.483628511428833,0.0003861630975734,0.3594021797180176,4.470162821235135e-05,0.0685931071639061,1.0655940485548855e-07,6.490388386737322e-06,2.7153749471153787e-08,6.644303084613057e-06,0.5,supports,"True.
True",0.0002329439739696,0.6574411392211914,7.503731467295438e-05,0.1662271469831466,2.89294621325098e-05,0.0992587655782699,2.9086438146919136e-08,2.864404677893617e-06,5.054464846665496e-09,2.265930561407004e-06,1.577262237332323e-05,0.00012702921895557374,0.00031114913069567584
95,"Killing someone is irreversible, whereas someone in prison can always commit suicide.",Should the death penalty be abolished?,5,96,supports,True,0.0009295362979173,0.8063803911209106,0.0001248200860572,0.0836741924285888,1.4114263649389612e-05,0.0175390634685754,1.936163585014583e-07,9.041936209541744e-06,1.3383245622833329e-08,2.5108549834840237e-06,0.0,supports,True,0.0002329439739696,0.6574411392211914,7.503731467295438e-05,0.1662271469831466,2.89294621325098e-05,0.0992587655782699,2.9086438146919136e-08,2.864404677893617e-06,5.054464846665496e-09,2.265930561407004e-06,-0.512114550047975,0.0006967546287398004,4.978650723005512e-05
96,"This manner of justice motivates and perpetuates violence and brutality. Death penalty often sends the wrong message ‘we kill people to
 show that killing is wrong’. If we are to advance as a society, then we have to move from the ‘an eye for an eye’ revenge mentality.",Should the death penalty be abolished?,1,97,supports,True,0.0007037355680949,0.8344495892524719,9.90341868600808e-05,0.0776159092783927,1.404603426635731e-05,0.0165253784507513,1.782002385652959e-07,7.518300662923139e-06,9.047053772803793e-09,2.0393936210894026e-06,0.5,supports,True,0.0002329439739696,0.6574411392211914,7.503731467295438e-05,0.1662271469831466,2.89294621325098e-05,0.0992587655782699,2.9086438146919136e-08,2.864404677893617e-06,5.054464846665496e-09,2.265930561407004e-06,-0.5144730240050704,0.00047090128774261416,2.399867298310278e-05
97,Death penalty is not applied fairly in all countries.,Should the death penalty be abolished?,2,98,supports,"True.
None.
The question is whether the death",0.0004109997826162,0.5609251260757446,0.0003078246372751,0.2864924967288971,3.321387339383364e-05,0.0649317950010299,7.855884831542427e-08,5.862597390660085e-06,1.2429814510994674e-08,3.997944077127613e-06,0.3333333333333333,supports,"True.

I think the answer is False because the",0.0002329439739696,0.6574411392211914,7.503731467295438e-05,0.1662271469831466,2.89294621325098e-05,0.0992587655782699,2.9086438146919136e-08,2.864404677893617e-06,5.054464846665496e-09,2.265930561407004e-06,4.284535210622967e-06,0.0001780972953383293,0.0002328047916485539
98,"The death penalty is often used in a disproportional manner against the poor, minorities and members of racial, ethnic, political and religious groups.",Should the death penalty be abolished?,4,99,supports,True,0.0006526861689053,0.7861055731773376,9.77740201051347e-05,0.0895875319838523,1.5470097423531115e-05,0.0268990527838468,2.2414411660065525e-07,1.19543637993047e-05,1.2894751932890358e-08,4.035615802422399e-06,0.5,supports,True,0.0002329439739696,0.6574411392211914,7.503731467295438e-05,0.1662271469831466,2.89294621325098e-05,0.0992587655782699,2.9086438146919136e-08,2.864404677893617e-06,5.054464846665496e-09,2.265930561407004e-06,-0.4652476650733709,0.0004198399941323645,2.2738411661531325e-05
99,No person has the moral authority to determine that another person deserves to die.,Should the death penalty be abolished?,1,100,supports,"True.
True. The argument suggests that no one",0.0008480434771627,0.7590378522872925,0.0001750036608427,0.116402231156826,1.69263148563914e-05,0.0202276725322008,2.590282690562163e-07,1.2191566383989992e-05,1.715163477911119e-08,3.603820005082525e-06,0.16666666666666666,supports,True,0.0002329439739696,0.6574411392211914,7.503731467295438e-05,0.1662271469831466,2.89294621325098e-05,0.0992587655782699,2.9086438146919136e-08,2.864404677893617e-06,5.054464846665496e-09,2.265930561407004e-06,-0.4149108345374224,0.0006152428203006171,9.997384793883247e-05
100,Some crimes deserve the death penalty.,Should the death penalty be abolished?,1,101,refutes,"True.

The question is whether the death penalty should",0.0002195059787482,0.4977941513061523,0.0002606697671581,0.4126858413219452,8.121415703499224e-06,0.022921185940504,5.201220787398597e-08,4.08370397053659e-06,6.638491090171783e-09,3.1067183954291977e-06,0.5,refutes,True,0.0002329439739696,0.6574411392211914,7.503731467295438e-05,0.1662271469831466,2.89294621325098e-05,0.0992587655782699,2.9086438146919136e-08,2.864404677893617e-06,5.054464846665496e-09,2.265930561407004e-06,-0.7192683477383877,-0.05768767052610564,0.00018564638289119654
101,"This Capital punishment does not address the root cause of the crime. Our focus should be on preventing crime rather than killing criminals 
and supporting violence.",Should the death penalty be abolished?,6,102,supports,True,0.0012179618934169,0.7610346674919128,0.0001867804967332,0.1046167761087417,3.245758489356376e-05,0.0277206860482692,9.725066547616734e-07,2.6908284780802205e-05,3.0896970315552614e-08,5.864966169610852e-06,0.5,supports,True,0.0002329439739696,0.6574411392211914,7.503731467295438e-05,0.1662271469831466,2.89294621325098e-05,0.0992587655782699,2.9086438146919136e-08,2.864404677893617e-06,5.054464846665496e-09,2.265930561407004e-06,3.528224830700596e-06,0.0009852474268982649,0.00011175156759778866
102,There are many examples of killing that are generally accepted as moral acts. Killing in battle is viewed as heroic.,Should the death penalty be abolished?,0,103,refutes,"False.

I think the answer is False because the",0.0006490087835118,0.5126360058784485,0.000497612345498,0.3468668758869171,3.9589791413163766e-05,0.0462155416607856,1.226068491178012e-07,4.5828510337742046e-06,2.0093352759431585e-08,4.076072400494013e-06,0.0,refutes,True,0.0002329439739696,0.6574411392211914,7.503731467295438e-05,0.1662271469831466,2.89294621325098e-05,0.0992587655782699,2.9086438146919136e-08,2.864404677893617e-06,5.054464846665496e-09,2.265930561407004e-06,1.0660637687168244e-05,0.00041616175191450507,0.00042260674210013553
103,"The death penalty goes against our most basic human right, the right to life.",Should the death penalty be abolished?,1,104,supports,True,0.0006146432715468,0.8654821515083313,4.02246332669165e-05,0.0430898182094097,5.840357516717631e-06,0.0105596138164401,1.5933116515043366e-07,1.1345878192514648e-05,7.748872654644856e-09,2.8911867957504e-06,0.5,supports,True,0.0002329439739696,0.6574411392211914,7.503731467295438e-05,0.1662271469831466,2.89294621325098e-05,0.0992587655782699,2.9086438146919136e-08,2.864404677893617e-06,5.054464846665496e-09,2.265930561407004e-06,-0.7981173141081505,0.0003817882328453738,-0.4639382626865961
104,"Since murder is justified in self defense, the right to life is not particularly sacred.",Should the death penalty be abolished?,7,105,refutes,"True.
True. The argument suggests that if murder",0.0003347814490552,0.5218004584312439,0.000300096173305,0.3316765427589416,3.11395269818604e-05,0.0533052720129489,3.806145443263631e-08,2.238185743408394e-06,1.1076514816465988e-08,2.439036279611173e-06,0.16666666666666666,refutes,"True.
Okay, let me think through this.",0.0002329439739696,0.6574411392211914,7.503731467295438e-05,0.1662271469831466,2.89294621325098e-05,0.0992587655782699,2.9086438146919136e-08,2.864404677893617e-06,5.054464846665496e-09,2.265930561407004e-06,2.210128787187655e-06,0.00010186120303902924,0.0002250757477117519
105,It is cheaper for the society to execute people.,Should the death penalty be abolished?,2,106,refutes,True,0.0003515727294143,0.5698005557060242,0.0002869453164748,0.3246625959873199,7.767253919155337e-06,0.017477449029684,1.929361843622246e-07,1.4398214261746034e-05,1.4140997706135751e-08,6.096587640058715e-06,0.16666666666666666,refutes,False,0.0002329439739696,0.6574411392211914,7.503731467295438e-05,0.1662271469831466,2.89294621325098e-05,0.0992587655782699,2.9086438146919136e-08,2.864404677893617e-06,5.054464846665496e-09,2.265930561407004e-06,-0.731510600384554,0.00011865639573705987,0.000211923904002517
106,It is immoral to value saving resources at the cost of the life of a human being.,Should the death penalty be abolished?,1,107,supports,"True.
The given argument is that it is immoral",0.0004883618676103,0.7552520036697388,9.176048479275778e-05,0.1140259951353073,1.9690163753693923e-05,0.035879872739315,9.225839647797329e-08,6.005161139910342e-06,1.4483799937181631e-08,3.877223207382485e-06,0.16666666666666666,supports,True,0.0002329439739696,0.6574411392211914,7.503731467295438e-05,0.1662271469831466,2.89294621325098e-05,0.0992587655782699,2.9086438146919136e-08,2.864404677893617e-06,5.054464846665496e-09,2.265930561407004e-06,-0.31937332040588184,0.0002554774055628112,1.6724425075750533e-05
107,"With due process, it is objectively more expensive to seek the death penalty rather than life imprisonment.",Should the death penalty be abolished?,2,108,supports,True,0.000662489735987,0.7041558623313904,0.000174176209839,0.1499234437942505,2.0479870727285743e-05,0.0339792370796203,1.6070036679138869e-07,8.808282473182771e-06,1.6740363761869048e-08,4.0013428588281386e-06,0.5,supports,"True.
Okay, let me try to work through",0.0002329439739696,0.6574411392211914,7.503731467295438e-05,0.1662271469831466,2.89294621325098e-05,0.0992587655782699,2.9086438146919136e-08,2.864404677893617e-06,5.054464846665496e-09,2.265930561407004e-06,-0.29207564822744275,0.0004296458454280335,9.914633484077173e-05
108,"If the death penalty was in regular use, improvements would be made and the cost would be lowered over time.",Should the death penalty be abolished?,6,109,refutes,"False.
The argument suggests that if the death penalty",0.0002089609333779,0.2497172951698303,0.0007069056737236,0.5369765758514404,4.245298623573035e-05,0.0761594772338867,7.12024714744075e-08,5.439623237180058e-06,2.910751106810494e-08,8.039241947699338e-06,0.6666666666666666,refutes,True,0.0002329439739696,0.6574411392211914,7.503731467295438e-05,0.1662271469831466,2.89294621325098e-05,0.0992587655782699,2.9086438146919136e-08,2.864404677893617e-06,5.054464846665496e-09,2.265930561407004e-06,1.3523915342817343e-05,-0.1029562610399609,0.0006319157763135997
109,The death sentence provides an effective deterrent in terms of stopping other people from committing the same crime.,Should the death penalty be abolished?,2,110,refutes,"True.

True. The argument suggests that the death",0.0004218234680593,0.5756970643997192,0.0002967898908536,0.3130010664463043,6.660199233010644e-06,0.0129190972074866,1.3822803168750397e-07,1.0396423931524623e-05,9.592062255592282e-09,4.686035481427098e-06,0.3333333333333333,refutes,"True.
Okay, let's see. The user",0.0002329439739696,0.6574411392211914,7.503731467295438e-05,0.1662271469831466,2.89294621325098e-05,0.0992587655782699,2.9086438146919136e-08,2.864404677893617e-06,5.054464846665496e-09,2.265930561407004e-06,-0.7697779791928391,0.00018892350268119083,0.00022176921714717743
110,"Among the 25 states in the US with the highest murder rate, 20 have the death penalty.",Should the death penalty be abolished?,0,111,,True,0.0003088418161496,0.6735578775405884,0.000113616551971,0.1870402693748474,1.0404144632047974e-05,0.0368304103612899,2.1258342997043653e-07,1.7423662939108908e-05,1.1578827674441072e-08,5.313916517479811e-06,0.5,,"True.

The question is whether the death penalty should",0.0002329439739696,0.6574411392211914,7.503731467295438e-05,0.1662271469831466,2.89294621325098e-05,0.0992587655782699,2.9086438146919136e-08,2.864404677893617e-06,5.054464846665496e-09,2.265930561407004e-06,-0.6403616291104077,7.591552624436936e-05,3.858213239765509e-05
111,"In a study, 88.2% of criminology experts interviewed do not think that the death penalty deters murder.",Should the death penalty be abolished?,4,112,supports,True,0.0004221899143885,0.6478359699249268,0.0001493649760959,0.1538745313882827,3.8061578379711136e-05,0.0749924555420875,1.890994525410861e-07,1.3465661140799057e-05,1.1093235663395262e-08,4.440503744262969e-06,0.5,supports,True,0.0002329439739696,0.6574411392211914,7.503731467295438e-05,0.1662271469831466,2.89294621325098e-05,0.0992587655782699,2.9086438146919136e-08,2.864404677893617e-06,5.054464846665496e-09,2.265930561407004e-06,9.132380442055514e-06,0.000189290034391744,7.433323918960535e-05
112,Giving a killer the death sentence will ensure that they do not do it again and hence saves innocent lives.,Should the death penalty be abolished?,2,113,refutes,True,0.000383680104278,0.4919139742851257,0.0003897221758961,0.3952639997005462,1.1055567483708728e-05,0.0216131918132305,1.1358647356018993e-07,8.745673767407425e-06,1.1740367789059292e-08,4.90587854073965e-06,0.3333333333333333,refutes,True,0.0002329439739696,0.6574411392211914,7.503731467295438e-05,0.1662271469831466,2.89294621325098e-05,0.0992587655782699,2.9086438146919136e-08,2.864404677893617e-06,5.054464846665496e-09,2.265930561407004e-06,-0.6178440016247342,0.0001507712515628994,0.0003147084761020971
113,Punishing people for crimes they might commit in the future is unethical.,Should the death penalty be abolished?,1,114,supports,"True.
True.
The argument that punishing people for",0.0005985490861348,0.7437859177589417,0.0001623608113732,0.1464601308107376,1.3223671885498334e-05,0.025851747021079,1.3692745426396868e-07,8.020561836019624e-06,9.918991850099701e-09,2.4653184027556563e-06,0.16666666666666666,supports,"False.

Okay, let's see. The user",0.0002329439739696,0.6574411392211914,7.503731467295438e-05,0.1662271469831466,2.89294621325098e-05,0.0992587655782699,2.9086438146919136e-08,2.864404677893617e-06,5.054464846665496e-09,2.265930561407004e-06,-0.5428994903213881,0.00036569029751634555,8.733004971266632e-05
114,Long/life sentences already serve as a deterrent to crime.,Should the death penalty be abolished?,6,115,supports,"True.

True.",0.0004359039594419,0.7064777612686157,0.0001860209740698,0.2121230959892273,8.768554835114628e-06,0.0185351092368364,7.468671725519016e-08,4.9187133299710695e-06,6.5260530313082654e-09,1.9718743260455085e-06,0.0,supports,"True.
I need to check if the question is",0.0002329439739696,0.6574411392211914,7.503731467295438e-05,0.1662271469831466,2.89294621325098e-05,0.0992587655782699,2.9086438146919136e-08,2.864404677893617e-06,5.054464846665496e-09,2.265930561407004e-06,-0.6968987949049744,0.00020300727479363517,0.00011099198793757068
