,Argument,Debate,Scheme,id,prediction_w_evidence,p_True_w_evidence,p__True_w_evidence,p_False_w_evidence,p__False_w_evidence,p_None_w_evidence,p__None_w_evidence,p_Support_w_evidence,p__Support_w_evidence,p_Refute_w_evidence,p__Refute_w_evidence,targeted_jaccard_sim,prediction_wo_evidence,p_True_wo_evidence,p__True_wo_evidence,p_False_wo_evidence,p__False_wo_evidence,p_None_wo_evidence,p__None_wo_evidence,p_Support_wo_evidence,p__Support_wo_evidence,p_Refute_wo_evidence,p__Refute_wo_evidence,evidence_stance,diff_p_None_scaled,diff_p_True_scaled,diff_p_False_scaled
179,Societies do not punish people that would love to steal something but aren't capable of executing the heist.,Is it ok to incentivise moral behavior?,7,180,True. The argument suggests that societies do not punish,0.0004335375269874,0.3616892993450165,0.000305031746393,0.2077006995677948,0.0001130950186052,0.1309951841831207,8.031718579104563e-08,4.96904840474599e-06,4.4189033587827e-07,4.826303120353259e-05,0.14285714285714285,True. Incentivising moral behavior can be,0.0011538963299244,0.6313319802284241,0.0001169605966424,0.0538872741162776,5.973763109068386e-05,0.0361782051622867,2.6098494032567032e-08,1.151129140453122e-06,2.450895522088104e-07,2.267384661536198e-05,insufficient-neutral,5.336057514886916e-05,-0.6242838149803248,0.00018809314923755918
180,Moral behaviour is relative; sociologically driven reinforcement of 'correct' behaviour is helpful.,Is it ok to incentivise moral behavior?,1,181,False. (I think that moral behavior should be,0.0001850813132477,0.2029662877321243,0.0004545158299151,0.4945582449436188,5.823841638630256e-05,0.0859413370490074,4.1480777923652574e-08,3.7964880448271288e-06,3.253171314554493e-07,4.607038135873154e-05,0.2857142857142857,True. Incentivising moral behavior can be,0.0011538963299244,0.6313319802284241,0.0001169605966424,0.0538872741162776,5.973763109068386e-05,0.0361782051622867,2.6098494032567032e-08,1.151129140453122e-06,2.450895522088104e-07,2.267384661536198e-05,supports,-0.02509665477202202,-0.8396031701913584,0.0003375947185524052
181,Moral behaviour is not something which is inherent to human beings and needs to be taught. Helping people improve their moral behaviour should therefore be commended.,Is it ok to incentivise moral behavior?,1,182,False. Incentivising moral behavior can undermine,0.0003087040095124,0.2363355606794357,0.0005169818759895,0.4083512127399444,0.0001413349964423,0.1389344930648803,5.4518309866580246e-08,4.088442437932827e-06,5.047799618296267e-07,5.984500239719637e-05,0.42857142857142855,True. Incentivising moral behavior can be,0.0011538963299244,0.6313319802284241,0.0001169605966424,0.0538872741162776,5.973763109068386e-05,0.0361782051622867,2.6098494032567032e-08,1.151129140453122e-06,2.450895522088104e-07,2.267384661536198e-05,supports,8.160224007612998e-05,-0.7324681589613641,0.00040006807154744576
182,"Children are taught the difference between right and wrong by their parents. Without this guidance, they would behave in a manner that is more in alignment with instinct than moral correctness.",Is it ok to incentivise moral behavior?,3,183,False. The argument suggests that children are taught the,0.0001198425597976,0.0984315276145935,0.0005991751677356,0.6319031715393066,8.045849244808778e-05,0.0939240232110023,3.593204667140526e-08,3.144182528558304e-06,1.7877387392672975e-07,2.1319379811757244e-05,0.2857142857142857,True. Incentivising moral behavior can be,0.0011538963299244,0.6313319802284241,0.0001169605966424,0.0538872741162776,5.973763109068386e-05,0.0361782051622867,2.6098494032567032e-08,1.151129140453122e-06,2.450895522088104e-07,2.267384661536198e-05,insufficient-neutral,2.072209924652413e-05,-0.8961409645826227,0.0004822709777945061
183,Moral behavior's inherency to human nature is irrelevant to whether or not incentivizing moral behavior is good.,Is it ok to incentivise moral behavior?,1,184,None. I don't think it's ok to,0.0003034929686691,0.2592008411884308,0.0002326961257494,0.2182689756155014,0.0001869765983428,0.2632826566696167,6.650868300539514e-08,4.79187156088301e-06,3.471220111350704e-07,4.764587356476113e-05,0.5714285714285714,True. Incentivising moral behavior can be,0.0011538963299244,0.6313319802284241,0.0001169605966424,0.0538872741162776,5.973763109068386e-05,0.0361782051622867,2.6098494032567032e-08,1.151129140453122e-06,2.450895522088104e-07,2.267384661536198e-05,insufficient-neutral,0.00012724656866069234,-0.736984197974714,0.00011574906718695898
184,"The only one that can properly evaluate the morality of an action is the person performing the action.
Therefore, incentivising the behaviour can only be done subjectively.
",Is it ok to incentivise moral behavior?,3,185,False. (The argument is flawed because it assumes,0.0001269248314201,0.3365181982517242,0.0001818114251364,0.4458141624927521,1.9926141249015927e-05,0.0919989570975303,7.648834454698772e-09,1.093833702725533e-06,2.8894607595475463e-08,1.0058708539872896e-05,0.14285714285714285,True. Incentivising moral behavior can be,0.0011538963299244,0.6313319802284241,0.0001169605966424,0.0538872741162776,5.973763109068386e-05,0.0361782051622867,2.6098494032567032e-08,1.151129140453122e-06,2.450895522088104e-07,2.267384661536198e-05,insufficient-neutral,-0.6664390454524832,-0.8900032627468226,6.485841437284232e-05
185,"Some people get to be known for their moral attitude and impactful choices not only by themselves and their colleagues, but also get recognised as morally good by wider population. Virtue of those could be easily recognised and rewarded.",Is it ok to incentivise moral behavior?,1,186,False. (I think it's not ok to,0.0003081226022914,0.3125040531158447,0.0003229097055736,0.3541134893894195,0.0001040176066453,0.1453278809785843,3.4252543912316475e-08,3.0682972465001512e-06,2.702076074001525e-07,3.856606417684816e-05,0.2857142857142857,True. Incentivising moral behavior can be,0.0011538963299244,0.6313319802284241,0.0001169605966424,0.0538872741162776,5.973763109068386e-05,0.0361782051622867,2.6098494032567032e-08,1.151129140453122e-06,2.450895522088104e-07,2.267384661536198e-05,supports,4.42826208934868e-05,-0.732972023308552,0.00020597319967952685
186,Not being punished for rule-breaking and enjoying the liberties and benefits of not being incarcerated are equivalent to directly incentivizing good behavior.,Is it ok to incentivise moral behavior?,7,187,False. Incentivising moral behavior is not,0.0001564436242915,0.1742629706859588,0.0002640486054588,0.3866192698478699,0.0001317387359449,0.278471440076828,3.4687815286815755e-08,3.781192390306387e-06,3.349450992118364e-07,6.320893589872867e-05,0.2857142857142857,True. Incentivising moral behavior can be,0.0011538963299244,0.6313319802284241,0.0001169605966424,0.0538872741162776,5.973763109068386e-05,0.0361782051622867,2.6098494032567032e-08,1.151129140453122e-06,2.450895522088104e-07,2.267384661536198e-05,insufficient-neutral,7.200540628661341e-05,-0.8644214213752203,0.00014710521433003722
187,"As incentives are usually scarce, this will lead to competition. People competing for morality is not ok.",Is it ok to incentivise moral behavior?,3,188,False. (I think it is ok to incentiv,0.0001306877238675,0.1598811149597168,0.0004780358285643,0.5324853658676147,5.844716361025348e-05,0.0947264209389686,1.7151565501194458e-08,1.7649514347795048e-06,1.8529928524912973e-07,2.8708283934975043e-05,0.42857142857142855,True. Incentivising moral behavior can be,0.0011538963299244,0.6313319802284241,0.0001169605966424,0.0538872741162776,5.973763109068386e-05,0.0361782051622867,2.6098494032567032e-08,1.151129140453122e-06,2.450895522088104e-07,2.267384661536198e-05,refutes,-0.021602254004203878,-0.8867422311014177,0.00036111746843646626
188,Competition means you can either make yourself look good or others look bad. This is not good for overall morality.,Is it ok to incentivise moral behavior?,1,189,False. (Note: This is a tricky one,8.992722723633051e-05,0.0877119377255439,0.0006242187228053,0.6232797503471375,8.784406236372888e-05,0.11895502358675,2.4669905229757205e-08,2.769126695056912e-06,1.6991047857572997e-07,2.5365139663335867e-05,0.14285714285714285,True. Incentivising moral behavior can be,0.0011538963299244,0.6313319802284241,0.0001169605966424,0.0538872741162776,5.973763109068386e-05,0.0361782051622867,2.6098494032567032e-08,1.151129140453122e-06,2.450895522088104e-07,2.267384661536198e-05,refutes,2.8108110384973852e-05,-0.9220664587413825,0.0005073174623159796
189,Incentivising moral behaviour sends a clear message that morality is valued.,Is it ok to incentivise moral behavior?,3,190,True. (I think this is a good way,0.0005466341972351,0.3722114264965057,0.0002727259125094,0.1704107969999313,0.0001182179330498,0.1171215176582336,8.747042556933594e-08,4.72931242256891e-06,4.5652546987184905e-07,3.975303116021678e-05,0.2857142857142857,True. Incentivising moral behavior can be,0.0011538963299244,0.6313319802284241,0.0001169605966424,0.0538872741162776,5.973763109068386e-05,0.0361782051622867,2.6098494032567032e-08,1.151129140453122e-06,2.450895522088104e-07,2.267384661536198e-05,supports,5.848379564252502e-05,-0.5262709629461132,0.00015578353640236466
190,Behaving ethically should be the “ticket of admission” for even having a job Source,Is it ok to incentivise moral behavior?,4,191,False. Incentivising moral behavior can lead,0.0004762460594065,0.2730737328529358,0.0005744624068029,0.3973199427127838,0.0001167091104434,0.0859264656901359,9.410329226966496e-08,6.356820449582301e-06,7.202146434792667e-07,7.190240285126492e-05,0.0,True. Incentivising moral behavior can be,0.0011538963299244,0.6313319802284241,0.0001169605966424,0.0538872741162776,5.973763109068386e-05,0.0361782051622867,2.6098494032567032e-08,1.151129140453122e-06,2.450895522088104e-07,2.267384661536198e-05,supports,5.697488289725209e-05,-0.5872713630714969,0.00045755532610443806
191,Incentivising moral behavior is the easiest way to get people to do the right thing.,Is it ok to incentivise moral behavior?,2,192,True. (I think it is ok to incentiv,0.0003557025338523,0.3442401587963104,0.0002880567044485,0.2598460912704468,9.135196160059422e-05,0.1266388744115829,4.8282299047741624e-08,3.2759071473265067e-06,3.237258283661504e-07,3.549554821802303e-05,0.5714285714285714,True. Incentivising moral behavior can be,0.0011538963299244,0.6313319802284241,0.0001169605966424,0.0538872741162776,5.973763109068386e-05,0.0361782051622867,2.6098494032567032e-08,1.151129140453122e-06,2.450895522088104e-07,2.267384661536198e-05,supports,3.161621918794869e-05,-0.6917378757278788,0.00017111612164978326
192,"If doing the right thing is costly, it would be good to compensate.",Is it ok to incentivise moral behavior?,2,193,False. (Note: This is a tricky one,0.0002472762425895,0.2864140272140503,0.0002846132265403,0.3145642578601837,7.90342382970266e-05,0.1342395544052124,5.3141011591151255e-08,5.2537579904310405e-06,3.136694033401e-07,4.646183515433222e-05,0.42857142857142855,True. Incentivising moral behavior can be,0.0011538963299244,0.6313319802284241,0.0001169605966424,0.0538872741162776,5.973763109068386e-05,0.0361782051622867,2.6098494032567032e-08,1.151129140453122e-06,2.450895522088104e-07,2.267384661536198e-05,supports,1.9297760008811024e-05,-0.7857032419838784,0.00016767224094324108
193,Whistle-blowers often pay a high price for doing the right thing. This is very discouraging for other potential whistle-blowers. Compensation would mitigate this effect.,Is it ok to incentivise moral behavior?,0,194,True. (I think it is ok to incentiv,0.00051976920804,0.5481599569320679,0.0001635526423342,0.1570504605770111,3.85448474844452e-05,0.0559980645775795,6.99691327099572e-08,5.277968284644885e-06,2.0187013660688533e-07,3.097165608778596e-05,0.14285714285714285,True. Incentivising moral behavior can be,0.0011538963299244,0.6313319802284241,0.0001169605966424,0.0538872741162776,5.973763109068386e-05,0.0361782051622867,2.6098494032567032e-08,1.151129140453122e-06,2.450895522088104e-07,2.267384661536198e-05,supports,-0.35476437915770814,-0.5495529411432881,4.6597495762706455e-05
194,The perspective of compensation might encourage false cases of whistle-blowing.,Is it ok to incentivise moral behavior?,5,195,False. I believe that incentivising moral behavior is,0.0003120040346402,0.2562614679336548,0.0004298037092667,0.378729909658432,0.0001250800123671,0.1483127623796463,4.8769226879130656e-08,4.116038326174021e-06,4.059541254264332e-07,4.747501589008607e-05,0.0,True. Incentivising moral behavior can be,0.0011538963299244,0.6313319802284241,0.0001169605966424,0.0538872741162776,5.973763109068386e-05,0.0361782051622867,2.6098494032567032e-08,1.151129140453122e-06,2.450895522088104e-07,2.267384661536198e-05,refutes,6.534628490867717e-05,-0.7296082615492488,0.0003128797072215339
195,It might make whistle-blowing an interesting tool for employees who hold a grudge against their employer.,Is it ok to incentivise moral behavior?,5,196,False. Incentivising moral behavior is not,0.0001705249160295,0.1743062138557434,0.0004027260001748,0.4812749028205871,0.0001218686593347,0.1826713532209396,3.088979383392143e-08,2.968628905364312e-06,2.036021697904289e-07,2.8721080525428988e-05,0.14285714285714285,True. Incentivising moral behavior can be,0.0011538963299244,0.6313319802284241,0.0001169605966424,0.0538872741162776,5.973763109068386e-05,0.0361782051622867,2.6098494032567032e-08,1.151129140453122e-06,2.450895522088104e-07,2.267384661536198e-05,refutes,6.213474002619374e-05,-0.8522181658722561,0.0002857988307341623
196,A one-size-fits-all prescription to good health is both ideologically and practically dangerous.,Do people have a right to not wear a mask in public spaces during the Covid-19 pandemic?,1,197,False. (The argument is about a one-size,2.793720705085434e-05,0.0415497533977031,0.0002451412146911,0.4196376502513885,0.0001176200312329,0.3645875155925751,2.719802694173268e-08,4.234395873936592e-06,1.2662503934279812e-07,2.9163798899389803e-05,0.125,False. (Note: This is a general answer,0.0001747043861541,0.1785783767700195,0.0003875986440107,0.4152071475982666,0.0001200724509544,0.1677588522434234,3.108026902509664e-08,2.8018580451316666e-06,2.4197134962378186e-07,3.662002563942224e-05,supports,-0.02042449955844871,-0.8400886911550577,-0.36753851315245395
197,"The UK government has made exceptions to the rule requiring masks for specific groups of people.
 This is an acknowledgement of the practical dangers of a one-size-fits-all prescription.",Do people have a right to not wear a mask in public spaces during the Covid-19 pandemic?,3,198,False. (The argument is about exceptions to a,8.026066643651575e-05,0.1723279654979705,0.0002181711170123,0.4684359729290008,4.718281343230046e-05,0.2144656032323837,1.6474670516686274e-08,2.833548251146567e-06,5.2101366776469156e-08,2.061264603980817e-05,0.25,False. (Note: This is a general answer,0.0001747043861541,0.1785783767700195,0.0003875986440107,0.4152071475982666,0.0001200724509544,0.1677588522434234,3.108026902509664e-08,2.8018580451316666e-06,2.4197134962378186e-07,3.662002563942224e-05,supports,-0.6070471364807977,-0.5405915775593584,-0.4371210519346471
198,It is not reasonable for everyone to wear masks.,Do people have a right to not wear a mask in public spaces during the Covid-19 pandemic?,1,199,False. (Note: This answer assumes that the,9.02617393876426e-05,0.1095653250813484,0.0004013770085293,0.4506015181541443,0.0001132135876105,0.2449877858161926,3.8614700770267525e-08,5.357486315915594e-06,2.9409605417640705e-07,6.400515121640638e-05,0.1875,False. (Note: This is a general answer,0.0001747043861541,0.1785783767700195,0.0003875986440107,0.4152071475982666,0.0001200724509544,0.1677588522434234,3.108026902509664e-08,2.8018580451316666e-06,2.4197134962378186e-07,3.662002563942224e-05,supports,-0.057122706244289084,-0.48334588859133615,1.3783707064767772e-05
199,"For people with certain underlying conditions and medical considerations, mask wearing is not possible.",Do people have a right to not wear a mask in public spaces during the Covid-19 pandemic?,3,200,False. (Note: This is a general answer,6.07384936301969e-05,0.0714597851037979,0.0003495259152259,0.4176985025405884,0.0001515082549303,0.3202605545520782,4.3707359509426176e-08,5.475741090776864e-06,3.13784966010644e-07,5.444563430501148e-05,0.1875,False. (Note: This is a general answer,0.0001747043861541,0.1785783767700195,0.0003875986440107,0.4152071475982666,0.0001200724509544,0.1677588522434234,3.108026902509664e-08,2.8018580451316666e-06,2.4197134962378186e-07,3.662002563942224e-05,supports,3.143957900320789e-05,-0.6523356112157264,-0.09822719809037553
200,"Many rape survivors, for whom wearing a mask can trigger trauma and flashbacks, are being stigmatized for not wearing masks.",Do people have a right to not wear a mask in public spaces during the Covid-19 pandemic?,0,201,True. (Note: This is a moral and,0.0007067114347591,0.6325391530990601,7.929082494229078e-05,0.0646179392933845,5.666659853886813e-05,0.0970030277967453,6.805598928849578e-08,4.153302143095061e-06,2.384684592016129e-07,3.0688981496496126e-05,0.1875,False. (Note: This is a general answer,0.0001747043861541,0.1785783767700195,0.0003875986440107,0.4152071475982666,0.0001200724509544,0.1677588522434234,3.108026902509664e-08,2.8018580451316666e-06,2.4197134962378186e-07,3.662002563942224e-05,supports,-0.5280632810569642,0.0005321000088104117,-0.7954305925278162
201,"Mandating mask-wearing during a pandemic is like mandating safety/hand brakes on a car. It may never be required
 but is in everyone’s interest that it is there and working if it is required.",Do people have a right to not wear a mask in public spaces during the Covid-19 pandemic?,7,202,False. (Note: This is a moral and,2.878277882700786e-05,0.0366150550544261,0.0003732607583515,0.8204348087310791,7.746780283923727e-06,0.018995638936758,9.636705655680089e-09,1.861711098172236e-06,2.4512253560260436e-08,7.6266769610811025e-06,0.25,False. (Note: This is a general answer,0.0001747043861541,0.1785783767700195,0.0003875986440107,0.4152071475982666,0.0001200724509544,0.1677588522434234,3.108026902509664e-08,2.8018580451316666e-06,2.4197134962378186e-07,3.662002563942224e-05,refutes,-0.9354824506175382,-0.8352486765751852,-0.03699157848138434
202,COVID-19 is universally transmitted through infected secretions and through respiratory droplets. ,Do people have a right to not wear a mask in public spaces during the Covid-19 pandemic?,3,203,False. (The argument is that the virus is,8.870859892340377e-05,0.0558636598289012,0.0006353060598485,0.48258838057518,0.0002062536805169,0.2244244366884231,4.4173791735602215e-08,3.837157692032633e-06,3.275201549968188e-07,3.8004349335096776e-05,0.0625,False. (Note: This is a general answer,0.0001747043861541,0.1785783767700195,0.0003875986440107,0.4152071475982666,0.0001200724509544,0.1677588522434234,3.108026902509664e-08,2.8018580451316666e-06,2.4197134962378186e-07,3.662002563942224e-05,insufficient-neutral,8.619157879661775e-05,-0.4922359943203868,0.0002478034641244759
203,"During a world pandemic, it is important to be guided by those who are more informed than we are.",Do people have a right to not wear a mask in public spaces during the Covid-19 pandemic?,1,204,False. (Note: This is a tricky question,6.25774628133513e-05,0.0409775711596012,0.0006941271130926,0.5031243562698364,0.0001501155347796,0.169847309589386,5.5959553435513953e-08,4.462816832528915e-06,2.552407636358112e-07,2.538253647799138e-05,0.25,False. (Note: This is a general answer,0.0001747043861541,0.1785783767700195,0.0003875986440107,0.4152071475982666,0.0001200724509544,0.1677588522434234,3.108026902509664e-08,2.8018580451316666e-06,2.4197134962378186e-07,3.662002563942224e-05,insufficient-refutes,3.0046691605104102e-05,-0.6418094348349438,0.0003066473251693251
204,"While certain attributes of the virus are still being investigated, the overwhelming consensus is that the wearing of masks will limit the spread of the virus.",Do people have a right to not wear a mask in public spaces during the Covid-19 pandemic?,4,205,False. (The argument suggests that the consensus is,3.318892777315341e-05,0.035001765936613,0.0005440773093141,0.660434901714325,5.387094643083401e-05,0.1028759181499481,2.4152447153369397e-08,3.1850447612669086e-06,1.1310663694530378e-07,2.159644827770535e-05,0.0625,False. (Note: This is a general answer,0.0001747043861541,0.1785783767700195,0.0003875986440107,0.4152071475982666,0.0001200724509544,0.1677588522434234,3.108026902509664e-08,2.8018580451316666e-06,2.4197134962378186e-07,3.662002563942224e-05,refutes,-0.5513463246345107,-0.8100280794102174,0.00015653933973921723
205,Educating people will more effectively guide them to make responsible decisions regarding mask-wearing.,Do people have a right to not wear a mask in public spaces during the Covid-19 pandemic?,6,206,False. (Note: This answer assumes that the,7.819000165909529e-05,0.0662591829895973,0.0005599748110398,0.4973027408123016,0.000137227732921,0.217255488038063,3.8576342120677516e-08,3.355847184138838e-06,1.8385780720109326e-07,2.393993599980604e-05,0.125,False. (Note: This is a general answer,0.0001747043861541,0.1785783767700195,0.0003875986440107,0.4152071475982666,0.0001200724509544,0.1677588522434234,3.108026902509664e-08,2.8018580451316666e-06,2.4197134962378186e-07,3.662002563942224e-05,insufficient-neutral,1.71573420907167e-05,-0.5524439690362043,0.0001724430057042801
206,"Mandatory face mask wearing, and the undercutting of people's rights not to wear one, provoked protests in Spain.",Do people have a right to not wear a mask in public spaces during the Covid-19 pandemic?,0,207,False. (Note: This is a general answer,4.137272480875254e-05,0.0697246566414833,0.0003357516543474,0.6462048292160034,3.538796590873972e-05,0.1140619292855262,1.6473677533213052e-08,2.7288267574476777e-06,1.56374241555568e-07,4.615461148205213e-05,0.4375,False. (Note: This is a general answer,0.0001747043861541,0.1785783767700195,0.0003875986440107,0.4152071475982666,0.0001200724509544,0.1677588522434234,3.108026902509664e-08,2.8018580451316666e-06,2.4197134962378186e-07,3.662002563942224e-05,insufficient-supports,-0.7052782247096877,-0.7631843955408237,-0.13376463118345863
207,"In many places, such as Florida, mask wearing is not mandatory, and yet there have been protests 
(https://abc7news.com/viral-target-anti-mask-video-protesters-parade-around-store-demand-customers-remove-face-masks-rant-caught-on/6428893/).",Do people have a right to not wear a mask in public spaces during the Covid-19 pandemic?,0,208,True. (Note: This answer is based on,0.0002008402225328,0.3631276488304138,0.0002188632643083,0.3574978709220886,2.718076939345337e-05,0.0932588949799537,1.7524245166100627e-08,1.82812505045149e-06,5.466811359156055e-08,1.768686342984438e-05,0.25,False. (Note: This is a general answer,0.0001747043861541,0.1785783767700195,0.0003875986440107,0.4152071475982666,0.0001200724509544,0.1677588522434234,3.108026902509664e-08,2.8018580451316666e-06,2.4197134962378186e-07,3.662002563942224e-05,insufficient-supports,-0.7736302609182532,2.6140403221798697e-05,-0.4353353199495246
208,"Most anti-maskers are not educated on the benefits of wearing masks; whereas government officials 
and researchers who recommend masks to the point of making it mandatory are much more informed.",Do people have a right to not wear a mask in public spaces during the Covid-19 pandemic?,4,209,False. (Note: This answer is based on,0.0001257316325791,0.1357438266277313,0.0005252304836176,0.5043494701385498,7.507778354920447e-05,0.1611997783184051,3.693252281777859e-08,4.597698989527999e-06,1.440874797253855e-07,3.2671185181243345e-05,0.1875,False. (Note: This is a general answer,0.0001747043861541,0.1785783767700195,0.0003875986440107,0.4152071475982666,0.0001200724509544,0.1677588522434234,3.108026902509664e-08,2.8018580451316666e-06,2.4197134962378186e-07,3.662002563942224e-05,refutes,-0.37472931590513786,-0.28031782517356507,0.00013768520620612582
209,Statistical modeling studies of mortality rate shows that masks significantly reduce the loss of life.,Do people have a right to not wear a mask in public spaces during the Covid-19 pandemic?,4,210,False. (Note: This answer assumes that the,4.9137255700770766e-05,0.0587211400270462,0.0004211777995806,0.4878399074077606,0.0001151436008512,0.2453013062477111,2.8634691062734422e-08,3.803888603215455e-06,1.340316515552331e-07,2.6507561415201053e-05,0.0625,False. (Note: This is a general answer,0.0001747043861541,0.1785783767700195,0.0003875986440107,0.4152071475982666,0.0001200724509544,0.1677588522434234,3.108026902509664e-08,2.8018580451316666e-06,2.4197134962378186e-07,3.662002563942224e-05,refutes,-0.04104896721956504,-0.7187405721031601,3.3592175851709496e-05
210,Wearing facemasks help prevent the spread of COVID-19.,Do people have a right to not wear a mask in public spaces during the Covid-19 pandemic?,2,211,False. (Note: This is a tricky one,0.0001122491958085,0.082642875611782,0.0005355109460651,0.4229868650436401,0.0001779778249328,0.2299739718437194,4.748482851368863e-08,4.386510227050167e-06,3.356190347858501e-07,4.361533865449019e-05,0.125,False. (Note: This is a general answer,0.0001747043861541,0.1785783767700195,0.0003875986440107,0.4152071475982666,0.0001200724509544,0.1677588522434234,3.108026902509664e-08,2.8018580451316666e-06,2.4197134962378186e-07,3.662002563942224e-05,refutes,5.791232765352183e-05,-0.35749068309315757,0.00014796965489199086
211,A systematic review of 172 studies revealed that masks are effective at protecting people form COVID-19.,Do people have a right to not wear a mask in public spaces during the Covid-19 pandemic?,4,212,False. (The argument suggests that masks are effective,5.090552440378815e-05,0.0481238923966884,0.0005346081452444,0.5771797299385071,9.217800106853248e-05,0.1602770239114761,2.015100442065432e-08,2.2541748876392376e-06,1.249559318239335e-07,2.0973351638531312e-05,0.1875,False. (Note: This is a general answer,0.0001747043861541,0.1785783767700195,0.0003875986440107,0.4152071475982666,0.0001200724509544,0.1677588522434234,3.108026902509664e-08,2.8018580451316666e-06,2.4197134962378186e-07,3.662002563942224e-05,insufficient-neutral,-0.23231348793288992,-0.7086190820710915,0.00014706650401123412
212,"Now that research has demonstrated its definite benefits, the CDC website officially recommends that masks be worn.",Do people have a right to not wear a mask in public spaces during the Covid-19 pandemic?,4,213,False. (Note: The question is not asking,3.4681044780882075e-05,0.0484545156359672,0.0004127143765799,0.5949265956878662,7.284841558430344e-05,0.1931443810462951,1.7202623325829336e-08,2.653503315741545e-06,8.731948497597841e-08,2.0387935364851728e-05,0.0625,False. (Note: This is a general answer,0.0001747043861541,0.1785783767700195,0.0003875986440107,0.4152071475982666,0.0001200724509544,0.1677588522434234,3.108026902509664e-08,2.8018580451316666e-06,2.4197134962378186e-07,3.662002563942224e-05,refutes,-0.39329617239204073,-0.8014872691845798,2.512547116775475e-05
213,People's choice to not wear a mask must be respected.,Do people have a right to not wear a mask in public spaces during the Covid-19 pandemic?,1,214,False. (Note: This is a tricky one,8.153387170750648e-05,0.1021125689148902,0.0003951018734369,0.440104991197586,0.0001006808961392,0.2355712354183197,3.2385774062504424e-08,3.667301371024223e-06,3.0636877568213094e-07,5.603735917247832e-05,0.375,False. (Note: This is a general answer,0.0001747043861541,0.1785783767700195,0.0003875986440107,0.4152071475982666,0.0001200724509544,0.1677588522434234,3.108026902509664e-08,2.8018580451316666e-06,2.4197134962378186e-07,3.662002563942224e-05,supports,-0.16149878395140232,-0.533303808207834,7.506138795418862e-06
214,People have the right to bodily autonomy and integrity. They should not be forced to wear masks if they don't wish to.,Do people have a right to not wear a mask in public spaces during the Covid-19 pandemic?,1,215,False. (Note: This is a complex issue,3.813641887973063e-05,0.0632741525769233,0.0002565746835898,0.4675362706184387,8.010651072254404e-05,0.26226407289505,2.316575198335613e-08,3.6598412407329306e-06,1.7319077016964004e-07,4.493568485486321e-05,0.5,False. (Note: This is a general answer,0.0001747043861541,0.1785783767700195,0.0003875986440107,0.4152071475982666,0.0001200724509544,0.1677588522434234,3.108026902509664e-08,2.8018580451316666e-06,2.4197134962378186e-07,3.662002563942224e-05,supports,-0.33284854197765856,-0.781708864217685,-0.33804029618143605
215,"The Jacobsen v. Massachusetts case in the US shows that masks do not violate the constitutional right to bodily integrity 
because they are required to protect public health.",Do people have a right to not wear a mask in public spaces during the Covid-19 pandemic?,4,216,False. (The Jacobsen v. Massachusetts case,3.163836299791001e-05,0.0608928054571151,0.0003271137247793,0.6968812942504883,2.582247725513298e-05,0.1035821586847305,1.0256852256418371e-08,1.991215640373412e-06,4.013319454543307e-08,1.788670851965435e-05,0.4375,False. (Note: This is a general answer,0.0001747043861541,0.1785783767700195,0.0003875986440107,0.4152071475982666,0.0001200724509544,0.1677588522434234,3.108026902509664e-08,2.8018580451316666e-06,2.4197134962378186e-07,3.662002563942224e-05,refutes,-0.7849425321971681,-0.8189034420120224,-0.1560503891487562
216,This right to bodily autonomy is not without limits. Prostitution is illegal in many countries.,Do people have a right to not wear a mask in public spaces during the Covid-19 pandemic?,0,217,False. (The argument is about the right to,8.819831418804824e-05,0.0707627385854721,0.0004657506360672,0.4104052484035492,0.0001634938380448,0.2649775445461273,4.6889436333685814e-08,3.726708200701978e-06,3.379473128006794e-07,4.264991730451584e-05,0.25,False. (Note: This is a general answer,0.0001747043861541,0.1785783767700195,0.0003875986440107,0.4152071475982666,0.0001200724509544,0.1677588522434234,3.108026902509664e-08,2.8018580451316666e-06,2.4197134962378186e-07,3.662002563942224e-05,refutes,4.3426601428870174e-05,-0.4951568410523367,7.81822954081859e-05
217,"The government has a moral obligation to reasonably restrict personal choices, especially ones that harm the public good.",Do people have a right to not wear a mask in public spaces during the Covid-19 pandemic?,1,218,False. (Note: This answer assumes that the,7.173222547862679e-05,0.0584580786526203,0.0007244698354043,0.5812522768974304,6.430035864468664e-05,0.0877559706568718,5.0867825507339155e-08,4.881439053860959e-06,2.5820202154136496e-07,4.055372846778482e-05,0.25,False. (Note: This is a general answer,0.0001747043861541,0.1785783767700195,0.0003875986440107,0.4152071475982666,0.0001200724509544,0.1677588522434234,3.108026902509664e-08,2.8018580451316666e-06,2.4197134962378186e-07,3.662002563942224e-05,refutes,-0.4644869981948979,-0.5894079876428828,0.0003370018128392857
